epoch_jd,pt_index,x,y,z
2305813.5,0,-2.5783529355791317,1.5609389060103258,0.0627810837635746
2305813.5,1,-2.511180156387677,1.24752251990398,0.039221519879911265
2305813.5,2,-2.420506683356197,0.922748367344106,0.015222372906470095
2305813.5,3,-2.3012581456075702,0.5870093868779994,-0.008934779638104112
2305813.5,4,-2.146987260052662,0.2426049338466388,-0.03286569525893501
2305813.5,5,-1.9489623002014331,-0.10628199221794085,-0.05619026228566641
2305813.5,6,-1.6974628964654195,-0.45196191168668914,-0.07790977298536281
2305813.5,7,-1.3827043803252612,-0.779816724211747,-0.09658865203735506
2305813.5,8,-0.9985712694360304,-1.0673780516454994,-0.11042757981906814
2305813.5,9,-0.5513641804509635,-1.2862845830543073,-0.11714034968089307
2305813.5,10,-0.06472989230101092,-1.4119179446751982,-0.11532641728789256
2305813.5,11,0.4272623083992895,-1.4382463594781358,-0.10548104110512563
2305813.5,12,0.8948755772708541,-1.3791912097316865,-0.08928713401929435
2305813.5,13,1.3224131606372047,-1.2566550620314836,-0.0689230959579568
2305813.5,14,1.706270124824882,-1.0914491912488709,-0.04628812157690613
2305813.5,15,2.0483269283358942,-0.8992406929289787,-0.022425123141835333
2305813.5,16,2.352930368824077,-0.6901508215658994,0.0019042697086614209
2305813.5,17,2.62512741558071,-0.4713099198245215,0.026131280471852685
2305813.5,18,2.8689261225728715,-0.24746343683383087,0.05015017828547758
2305813.5,19,3.0880619160177343,-0.021216166491438152,0.07376750400330498
2305813.5,20,3.2859768525518667,0.20520238269477017,0.09678952308706879
2305813.5,21,3.4649567391474485,0.430310273412495,0.11933300423149866
2305813.5,22,3.6272479225539294,0.6535979630469806,0.14131638661897994
2305813.5,23,3.774963463108463,0.8741847921641324,0.16264239092691898
2305813.5,24,3.9093006237801164,1.0915693986406985,0.18347887800432422
2305813.5,25,4.031679005632031,1.3058630426992919,0.20375502340814997
2305813.5,26,4.143464885395552,1.5165851895590414,0.2234098113151621
2305813.5,27,4.245264797620752,1.7235904837068063,0.24262072899889872
2305813.5,28,4.338066895279194,1.9271821435714898,0.26130421131242243
2305813.5,29,4.422804749099782,2.1270011115469765,0.27942191791970755
2305813.5,30,4.499753329914191,2.32306027153244,0.2971484293580458
2305813.5,31,4.569670044108787,2.515713633273091,0.31438385834518234
2305813.5,32,4.633217070460022,2.704631112139276,0.33110865809581663
2305813.5,33,4.69047582522352,2.889915516437855,0.3474899074681929
2305813.5,34,4.742076899482158,3.071914135460824,0.36341138199861817
2305813.5,35,4.788494687136853,3.2502973066333163,0.37887317347304594
2305813.5,36,4.829697362279136,3.4252304213948337,0.3940311489633941
2305813.5,37,4.866243742470131,3.5970300454148183,0.4087554436146812
2305813.5,38,4.898469607779733,3.7653578834121366,0.4230650720717362
2305813.5,39,4.926275716243351,3.9304294512316003,0.43710322966131826
2305813.5,40,4.950181072210125,4.092519616587287,0.4507289971355388
2305813.5,41,4.970410709265611,4.251282339126953,0.46398063348581386
2305813.5,42,4.986831024522893,4.406976642543778,0.4769860777218342
2305813.5,43,4.999936578099431,4.5598271241550306,0.489596166040446
2305813.5,44,5.0098595847973115,4.7094867654289505,0.5018690021562002
2305813.5,45,5.016453920012823,4.8562519790031855,0.513915093431217
2305813.5,46,5.02019904661682,5.000294821743552,0.5255801831632946
2305813.5,47,5.0211473307229095,5.141271431847073,0.5369407881168443
2305813.5,48,5.0191543667704,5.279512151301363,0.5480894017681264
2305813.5,49,5.014688447635248,5.415133238038839,0.5588691759993769
2305813.5,50,5.007731552382633,5.547802748190827,0.569374730735936
2305813.5,51,4.998154346201944,5.67787884133763,0.5796781827476886
2305813.5,52,4.986412326229091,5.80542074040128,0.5896238252845548
2305813.5,53,4.972426017427088,5.930114736156952,0.599322372658097
2305813.5,54,4.956088542172992,6.052342837281822,0.6088256537638672
2305813.5,55,4.9378431574594215,6.172107596933455,0.617981216428739
2305813.5,56,4.9175545044956745,6.289118492308595,0.6269142285919372
2305813.5,57,4.895145968630601,6.403776092369765,0.6356553251177781
2305813.5,58,4.871043813944679,6.516026902207807,0.6440587019921434
2305813.5,59,4.845064468909448,6.6256112554616085,0.6522621209311568
2305813.5,60,4.817167311510808,6.732940646703752,0.6602739029667266
2305813.5,61,4.787757658138084,6.8379080650192385,0.6679578632328512
2305813.5,62,4.756609315923014,6.940288525350975,0.6754619990093769
2305813.5,63,4.723720997454765,7.040500135644529,0.6827731180436872
2305813.5,64,4.689474423297609,7.138384005172856,0.6897662117562988
2305813.5,65,4.653606638126994,7.233755345087193,0.6965975993961614
2305813.5,66,4.6161584778373514,7.327030345756166,0.7032321188097336
2305813.5,67,4.577481906121892,7.418002829387004,0.7095593340129279
2305813.5,68,4.537285883155455,7.50653248814362,0.7157405774700433
2305813.5,69,4.495653308458148,7.59302710230161,0.7217200316856853
2305813.5,70,4.4529039247299655,7.67723647097226,0.7274027845437122
2305813.5,71,4.408723098434622,7.759067000251056,0.7329531535352994
2305813.5,72,4.363237200587753,7.838913198441161,0.7382957669172451
2305813.5,73,4.316728759657781,7.916485203497416,0.7433531711549196
2305813.5,74,4.268868194127234,7.991738533123217,0.748289306191692
2305813.5,75,4.2198233700582435,8.06504633832974,0.7530105055001088
2305813.5,76,4.169835577586964,8.136085934296093,0.7574588279485243
2305813.5,77,4.118567061181894,8.204862460702333,0.7617948921344239
2305813.5,78,4.066226375007771,8.271723118119036,0.765908504663629
2305813.5,79,4.013010906815838,8.336316313435697,0.7697614644981046
2305813.5,80,3.958579944668658,8.39869783959774,0.7735092425893239
2305813.5,81,3.903180846195824,8.459182500046683,0.7770265674924819
2305813.5,82,3.8469639494534777,8.517397912882737,0.7802965187276286
2305813.5,83,3.7895943589546004,8.573448933264414,0.7834656706795203
2305813.5,84,3.7313527594866693,8.62761189029938,0.7863964438833079
2305813.5,85,3.672341906906388,8.679500479463176,0.7890930439216723
2305813.5,86,3.612237482417467,8.729267555411933,0.7916915988015639
2305813.5,87,3.5513514658291894,8.77714725186632,0.7940440724483384
2305813.5,88,3.489736885953993,8.82274438625616,0.7961756083341329
2305813.5,89,3.4270873331276555,8.866257858142584,0.7982093393114843
2305813.5,90,3.363739385184581,8.907875163633948,0.7999899649284747
2305813.5,91,3.299697246756411,8.947200989767625,0.801563287753265
2305813.5,92,3.2346785849854487,8.98447535478888,0.8030366908007385
2305813.5,93,3.169039667507908,9.019836749114955,0.8042504801449814
2305813.5,94,3.102735391563746,9.052894868345224,0.8052701708502834
2305813.5,95,3.035512354656415,9.083928719922152,0.8061864487242131
2305813.5,96,2.9677425886838793,9.113024738863865,0.8068371292094957
2305813.5,97,2.899332259030305,9.139804888955485,0.8073067421221602
2305813.5,98,2.8300625128301515,9.164580803532495,0.8076669563893533
2305813.5,99,2.7603132389755944,9.18738582740786,0.8077568793390674
2305813.5,100,2.689945778804795,9.207861787681631,0.8076782373852143
2305813.5,101,2.618779043747926,9.22634703173804,0.8074827686006208
2305813.5,102,2.54719643033172,9.242820731542928,0.8070127872962075
2305813.5,103,2.4750153178757675,9.256949658342027,0.8063859599359855
2305813.5,104,2.4020969628462647,9.269094737853255,0.8056333971607653
2305813.5,105,2.32882099975941,9.279180364259085,0.8046035279253809
2305813.5,106,2.254966526658125,9.286904662607386,0.803427370783105
